Name,Google Maps URL,Website,Phone,Address,Rating,Reviews Count
Uphill Construction & Mizo Exterior Designing,https://www.google.com/maps/place/?q=place_id:ChIJpbEemG_rTTcRz8gWfj23EIg,https://www.instagram.com/mizo_exterior_designing?igsh=OGdtZ2xhd3E1cHBz&utm_source=qr,+91 85750 77417,"Dawrkawn, Chaltlang, Aizawl, Mizoram 796012, India",5,4
Green Architect,https://www.google.com/maps/place/?q=place_id:ChIJl6kz3XbBVTcRVFkqWkQkbro,http://www.greenarchitectbd.com/,+880 1744-495886,"House #27A, Alamin Apon Heights, Kallyanpur Rd No 3, Dhaka 1207, Bangladesh",4.9,287
The ABIS Architects | Bangalore/Kolkata/Guwahati/Silchar,https://www.google.com/maps/place/?q=place_id:ChIJvcLjhtFLTjcRnAz9kTWLH7I,https://www.facebook.com/abisarchitects,+91 90516 33891,"House No.16A,Ward No. 25, Sreema Rd, near Ashirbad Flat, Tikar Basti, Ambicapatty, Silchar, Assam 788007, India",4.8,137
D.O Architecture & Landscape Studio,https://www.google.com/maps/place/?q=place_id:ChIJu3S2YKLrTTcRIluq3HH9HIk,,,"Dawrkawn, Durtlang, Chaltlang, Aizawl, Mizoram 796014, India",,
Evangel Architects,https://www.google.com/maps/place/?q=place_id:ChIJCxpJ-WnHVTcR48IrENqNyD0,https://www.evangelarchitect.com/,+880 1713-165133,"House 6 Isakha Ave, Dhaka 1230, Bangladesh",4.7,86
KVL AGENCIES,https://www.google.com/maps/place/?q=place_id:ChIJdanP_vfrTTcR5WwHDzBxPz4,https://my.unogreen.in/my-digital-card/DJPZFI,+91 96121 90941,"Durtlang Leitan, Aizawl, Mizoram 796014, India",1,1
The Maple Arch,https://www.google.com/maps/place/?q=place_id:ChIJTXxFsS1ZWjcR1X1AkffBbh0,https://www.themaplearch.in/,+91 98591 92234,"GS Rd, Bhangagarh, Guwahati, Assam 781005, India",4.7,386
Jwatbor Cajee & Associates,https://www.google.com/maps/place/?q=place_id:ChIJmS3LsLB-UDcRjVpE5s7ZZGo,http://www.jscajee.com/,+91 89740 52320,"Arbuthnot Rd, Nongrimmaw, Laitumkhrah, Shillong, Meghalaya 793011, India",4.7,23
HiCube Designs,https://www.google.com/maps/place/?q=place_id:ChIJI5IGdlZZWjcR-k6khv7s8C8,https://hicubedesigns.com/,+91 93158 45532,"First Floor, 19, Lamb Rd, Digholi Pukhuri East, Ambari, Guwahati, Assam 781001, India",4.9,70
Architect Subhankar Chakraborty & Architect Bipasha Hazarika,https://www.google.com/maps/place/?q=place_id:ChIJaSZtuENZWjcRC3PeMUB6N7I,,+91 70027 98282,"Sree Nagar, Guwahati, Assam 781006, India",4.9,78
Sustainable Architecture For Earth,https://www.google.com/maps/place/?q=place_id:ChIJf4l1DYN_UDcRPdMDz47uLn0,,+91 98217 98480,"Lama-Villa, GS Rd, opposite Shillong Veterinary Hospital, Lower Mawprem, Garikhana, Shillong, Meghalaya 793002, India",4.5,2
4LINE ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJO8H633ZZWjcRS3xkiRO1gYo,https://www.instagram.com/4linearchitects/?hl=en,+91 98640 67674,"Shaktigarh Path, Bhangagarh, Guwahati, Assam 781005, India",4.8,41
Clean Slate Designs,https://www.google.com/maps/place/?q=place_id:ChIJb5ZsbKJZWjcR32ipH3GfBTo,http://www.cleanslatedesigns.in/,+91 73997 72233,"M.R.D ROAD , HOUSE NO -06 , L&T PATH OPP. SBI CHANDMARI BRANCH, near GATE INSTITUTE, West Jyotinagar, Bamunimaidan, Guwahati, Assam 781003, India",4.9,106
Cubein Bangladesh,https://www.google.com/maps/place/?q=place_id:ChIJ90-vWhpVUDcRZvOZkh2GItE,https://cubeinbd.com/,+880 1722-500552,"Beside Agora Super Shop, Shuveccha 86, 1 সিলেট - সুনামগঞ্জ মহাসড়ক, সিলেট 3100, Bangladesh",4.9,8
TD ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJd560FwpZWjcRKc-uPJUG_B8,http://tdarchitects.in/,,"Janaki Path, Ganeshguri, Guwahati, Assam 781006, India",4.8,18
Make Arc,https://www.google.com/maps/place/?q=place_id:ChIJG0nFU32OLA0RpdpeszL11WI,https://makearc.com/,+91 80071 53148,"near Zostel, Lumshyiap, Shillong, Meghalaya 793001, India",5,42
Banka And Associates,https://www.google.com/maps/place/?q=place_id:ChIJKdlDMnhZWjcRwPFOyrqxYlQ,http://bankaassociates.com/,+91 361 246 3519,"3rd Floor, Bora Service, NH Centre Point Building, GS Rd, South Sarania, Ulubari, Guwahati, Assam 781007, India",4.3,44
DHA,https://www.google.com/maps/place/?q=place_id:ChIJb6voPchbWjcRbToKHJaHcl8,,+91 86387 88223,"Ground floor, House, 11, Assam Trunk Rd, near Abhishek Tata Motors, Adabari, Guwahati, Assam 781014, India",4.8,26
JALAN & ASSOCIATES,https://www.google.com/maps/place/?q=place_id:ChIJSR53UbRbWjcRGNFgnTtebzo,https://arjalan.com/,+91 60010 82706,"Shradhanjali, Kelvin Cinema Compound, 5th floor - 506, Jalan & Associates, SRCB Rd, Tokobari Satra, Guwahati, Assam 781001, India",3.6,39
Fusion Architects,https://www.google.com/maps/place/?q=place_id:ChIJ5bW2PbVZWjcRwjR3z1ucoXs,,,"Rajgarh Plaza, Rajgarh Rd, Zoo Tiniali, Guwahati, Assam 781003, India",5,15
ADS,https://www.google.com/maps/place/?q=place_id:ChIJL6ltk3lZWjcRFNp8bKM9RxA,,+91 76700 05555,"Ulubari, Guwahati, Assam 781007, India",4.9,45
Studio InfinArch,https://www.google.com/maps/place/?q=place_id:ChIJG2mHw6hfWjcRBaGHpdTs6QI,https://arvikramkalita.wixsite.com/infinarch,+91 95604 18556,"106, 2nd Floor, Padum Path, Saurabh Nagar, Beltola Tiniali, Guwahati, Assam 781028, India",4.6,26
Envisage design,https://www.google.com/maps/place/?q=place_id:ChIJ3WeRFDt5VzcRDRDMu_nYr9g,,,"Main Market, Williamnagar, Meghalaya 794111, India",5,3
ARTICULATION,https://www.google.com/maps/place/?q=place_id:ChIJUw_Q6PFZWjcRsfqpYW4c1Jk,https://www.facebook.com/articulationarchitecture/,+91 75759 36544,"H.NO 16, YUBAJYOTI, 2.NO, Nagar Path, Mathgharia, Guwahati, Assam 781020, India",5,30
Druk Heritage Solutions,https://www.google.com/maps/place/?q=place_id:ChIJsadlx72V4TkRlHsz7-lDz9A,https://www.instagram.com/dhs_architects/,+975 77 49 28 81,"Lower Motithang, ThongSel lam Thimphu, Thimphu 11001, Bhutan",5,7
D.G Archi-Techs' Studio,https://www.google.com/maps/place/?q=place_id:ChIJa8xBSRDL4zkRMwMx9sOWIV8,https://www.facebook.com/dg.architechs/,+975 17 82 83 88,"Ólakha Lam-4, 591 11001, Bhutan",5,1
Saidpiece Architects,https://www.google.com/maps/place/?q=place_id:ChIJ_Sn_jnmV4TkRQu1JEI_TTj0,http://www.saidpiece.com/,+975 17 89 97 94,"Dondrup Lam SE, Thimphu 11001, Bhutan",5,11
White Cypress Associates,https://www.google.com/maps/place/?q=place_id:ChIJJb5csT-V4TkRfKFOw17UoeI,,+975 17 60 19 75,"Jangsam Lam, Thimphu 11001, Bhutan",5,1
Tashi Dawa Associates Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJxftjDBiU4TkRZFyAi7oqMNA,,+975 77 37 50 82,"Thori Lam, K.Sampheling Building,, Block-B,Flat No-10, P.O Box-393,, Thimphu,Chubachu, Bhutan",5,1
SunDrukla Architects,https://www.google.com/maps/place/?q=place_id:ChIJpTViJqST4TkRyPwSCtcw6QU,,+975 17 12 55 50,"Khamtoe Zur Lam 431 SE, Thimphu 11001, Bhutan",,
Mandala Consultants,https://www.google.com/maps/place/?q=place_id:ChIJ5cAD_t2V4TkRJX-nuW4gjvo,http://www.bhutanmandalaconsultants.com/,+975 17 55 18 56,"Chang Lam SE, Thimphu 11001, Bhutan",,
Punakha Cantelever Bridge,https://www.google.com/maps/place/?q=place_id:ChIJE79OQTTd4TkRWp5nC74xot4,,,"HVM6+7MP, Punakha, Bhutan",4,1
APECS Consultancy,https://www.google.com/maps/place/?q=place_id:ChIJAQAAABSU4TkRkSQaTU1z6s0,http://www.apecsconsult.com/,+975 17 42 84 84,"CJJW+HR6, Thimphu, Bhutan",,
Green Design Studio,https://www.google.com/maps/place/?q=place_id:ChIJt4VQjn-V4TkRg1ak9fQUGxw,,+975 17 84 87 08,"Near Thimphu Thromde, 3rd Floor of 8Eleven building, Thimphu, Bhutan",,
Namas Design and Build,https://www.google.com/maps/place/?q=place_id:ChIJo4gYuNyT4TkRGMZtthULuhE,,+975 17 78 61 24,"Babesa, Thimphu 11001, Bhutan",,
Namey Samey Studios,https://www.google.com/maps/place/?q=place_id:ChIJw1VguiGV4TkRpotBis9gX3w,http://www.nameysamey.bt/,+975 17 11 82 49,"Kuenzangkhar Lam Southwest, Thimphu, Bhutan",,
Phodrang Estate | Designs & Associates,https://www.google.com/maps/place/?q=place_id:ChIJ47fnWE-V4TkRti-v_gjeYIw,,+975 17 85 64 83,"Thimphu Plaza, 4 Chang Lam 2, Thimphu 11001, Bhutan",,
ADesign,https://www.google.com/maps/place/?q=place_id:ChIJIRGfTACV4TkRYOR5Lje_t7o,,,"Changzamtog Complex, Thimphu, Bhutan",,
A.V.S ARCHITECT & INTEROR'S,https://www.google.com/maps/place/?q=place_id:ChIJCxfpwxfL4zkRZAdIM4LR0Gg,,,"super market, BHAGAT SINGH NAGAR, Jaigaon, West Bengal 736182, India",,
CT Designs & Services,https://www.google.com/maps/place/?q=place_id:ChIJhcdZVf3_WDcRepJlnDyuxdA,,,"Bagheswari Appartment, New Colony, Natunpara, Bongaigaon, Bhakarivita [Pt], Assam 783380, India",4.9,47
Aesthetic Elevations - Architectural Designs & Construction,https://www.google.com/maps/place/?q=place_id:ChIJ1yYrA97_WDcRl4ywWaJd4AM,https://instagram.com/aesthetic.elevations,+91 70023 19316,"New, New Colony, Natunpara, Bongaigaon, Bhakarivita [Pt], Assam 783380, India",4.6,28
Design Factory Group | Architects & Engineers | Best Architecture Firm | Best Interior Designer in Siliguri |,https://www.google.com/maps/place/?q=place_id:ChIJuYN1mQsX7UsR5jlmm9X2pQA,https://kunal112299.github.io/Dfg/,+91 98755 95155,"Ground Floor, Bhakti Apartment, near Dada Bhai Ground, Ward 30, Deshbandhu Para, Siliguri, West Bengal 734004, India",4.9,37
PAN Architecture,https://www.google.com/maps/place/?q=place_id:ChIJmXPDTzml5jkRPuSCqaetbcY,,,"8JQ6+443, Palzor Stadium Rd, Arithang, Gangtok, Sikkim 737101, India",4.9,12
Prashant Pradhan Architects,https://www.google.com/maps/place/?q=place_id:ChIJKSZm4T-l5jkRkf5erk9kqCQ,http://pparchitects.wordpress.com/,+91 97752 74789,"Hotel Mist Tree Mountain, PS Road, Hospital Point, above Central Bank, Arithang, Gangtok, Sikkim 737101, India",4.6,21
DESIGN CONCEPTS,https://www.google.com/maps/place/?q=place_id:ChIJo7EFyzil5jkRx5Z14DXANKk,https://www.designconceptsofficial.com/,+91 3592 207 733,"1st Floor, Lachen Rinpoche Building, Development Area, Jeewan Theeng Marg, Upper Sichey, Sungava, Gangtok, Sikkim 737101, India",4.2,37
S.O.i.L Architects & Design Works,https://www.google.com/maps/place/?q=place_id:ChIJ-9VgYJad5jkRqODiCZpXlyo,,,"Debrung, Namchi, Sikkim 737126, India",4.8,8
Paul Design Associate - Best Architectural Firm | Modern Interior Designer in siliguri | Best Interior Designer in Siliguri,https://www.google.com/maps/place/?q=place_id:ChIJc_pA5wJB5DkRWZmiGQ_Mqv4,https://pauldesignassociate.co.in/,+91 70017 33600,"Lala Lajpat Roy Rd, opp. Balurghat Transport, Ashram Para, Punjabi Para, Siliguri, West Bengal 734001, India",4.9,42
KMBD Architect & Engineers Consortium Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJx2lpPW5B5DkRep-qxU3jLZU,https://www.kmbdarchitects.com/,+91 96097 01176,"2nd floor, Geetanjali Complex, Sevoke Rd, above Central Bank, opp. Kapil Centre, Upper Bhanu Nagar, Dasrath Pally, Bankim Nagar, Siliguri, West Bengal 734001, India",4.8,294
The Minimalist Architects,https://www.google.com/maps/place/?q=place_id:ChIJXwaqMDpH5DkRUCqrIiv42HI,https://theminimalistarchitects.netlify.app/,,"59FJ+HP7, near Kolkata Kolkata Hotel, Upper Ghurpisey, Namchi, Sikkim 737126, India",5,3
Studio Interweave,https://www.google.com/maps/place/?q=place_id:ChIJdXRlPzml5jkRN6eeHcyA8go,,,"Development Area, next to Orchid Glade, near Rhenock House, Sungava, Gangtok, Sikkim 737101, India",4.7,38
S2udio Inc. Architects,https://www.google.com/maps/place/?q=place_id:ChIJnUZR6RGl5jkReJz8z3DI6rs,,+91 95933 86399,"Hotel Ramada building, Deorali Rd, opposite Sonam Palgey, Deorali Bazar, Gangtok, Sikkim 737102, India",4.7,21
Voxel Architects,https://www.google.com/maps/place/?q=place_id:ChIJV3MIP90Y6zkRIsVK06vzl_0,https://www.voxel.com.np/,+977 985-1108108,"Hasapota Ganesh Marga, Lalitpur 44700, Nepal",4.8,24
Shrenik Goyal Architects - Best Architecture Firm in Siliguri | Best Interior Designer Firm | Best Architect in Siliguri,https://www.google.com/maps/place/?q=place_id:ChIJJaxWbwVH5DkRDpBNDuzEmMo,https://shrenikgoyalarchitects.com/,+91 81013 82500,"F0404, 4th floor, F block, City centre, Matigara, Uttorayon Twp, Siliguri, West Bengal 734001, India",4.8,6
"Architect's Atelier, Siliguri",https://www.google.com/maps/place/?q=place_id:ChIJ5R4T659B5DkRhIDcCXc6tpM,,,"3rd Floor, Sant Deep Building, Sevoke Rd, Ward 10, Janta Nagar, Siliguri, West Bengal 734001, India",5,13
"Ayan Sen Architects, Urban Designers and Planners",https://www.google.com/maps/place/?q=place_id:ChIJvSkwnKN1AjoRuR4n3nbtovc,http://ayansenarchitects.com/,+91 98307 24767,"AL-57, AL Block, Sector II, Bidhannagar, Kolkata, West Bengal 700091, India",4.2,51
MODTECT DESIGN STUDIO,https://www.google.com/maps/place/?q=place_id:ChIJYT7ABI9B5DkRry7mnrHesOg,,+91 90020 39065,"SHOP NO. 32 SECOND FLOOR, INTERNATIONAL MARKET, Sevoke Rd, Ward 10, Janta Nagar, Siliguri, West Bengal 734001, India",4.7,31
A. Not Architecture N. Architects (P.) Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJZcCsN8kZ6zkRPn8XDqnTySY,https://www.anotarchitects.com/,+977 1-5526061,"Talchikhel Mahalaxmi Marg, Lalitpur 44700, Nepal",4.3,24
Society Of Nepalese Architects SONA,https://www.google.com/maps/place/?q=place_id:ChIJw8yJ-LIZ6zkRqooOOiSukm0,https://sona.org.np/,+977 1-5362252,"Top Floor, Churchil Complex, China Town Road, काठमाडौँ 44600, Nepal",4.1,15
Space Architects Pvt Ltd | House and Interior Design Service in Nepal,https://www.google.com/maps/place/?q=place_id:ChIJ_XjTQfQZ6zkRtZt_tAKF6K4,http://www.spacearchitects.com.np/,+977 986-9183821,"Lalitpur 44600, Nepal",5,4
Zero DIA Nepal,https://www.google.com/maps/place/?q=place_id:ChIJcyOp118Y6zkRSQCcQJl8z60,http://www.zerodianepal.com/,+977 980-1071301,"Surya Bikram Gyawali Marg, Kathmandu 44600, Nepal",5,27
de' ARCHITECTS Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJt-yEcsoZ6zkR3tazeeKDmXU,https://www.facebook.com/dearchitects/,+977 1-5525068,"Ring Rd, Lalitpur 44600, Nepal",5,3
Design Square,https://www.google.com/maps/place/?q=place_id:ChIJhWjw4HoY6zkRndENZch2nBQ,,+977 985-1163675,"Kalanki, POB 19959, 50m west from Makalu Petrol pump, Kathmandu 44600, Nepal",4.8,6
Ja: Architecture and Design,https://www.google.com/maps/place/?q=place_id:ChIJUyyf4omVlTkRmX5op5UOhGI,http://www.jastudio.com.np/,+977 984-9577846,"Nayabazar, Pokhara 33700, Nepal",5,24
Two Arrows Architects Pvt. Ltd.,https://www.google.com/maps/place/?q=place_id:ChIJjw3RFquVlTkRDQj8JQ2liXM,,+977 61-570907,"Pokhara 33700, Nepal",4.7,7
ARCHIVENTIONS,https://www.google.com/maps/place/?q=place_id:ChIJr_MsRAlZWjcRKlgjeol6f6g,http://www.archiventions.in/,+91 98540 62928,"House No 95, Ground Floor, Lachit Nagar Main Rd, South Sarania, Lachit Nagar, Guwahati, Assam 781007, India",5,13
Mokshya Engineers and Architects,https://www.google.com/maps/place/?q=place_id:ChIJh_BknviVlTkRq2uKiEPfMsY,,+977 985-6085656,"House 112, पोखरा 33700, Nepal",,
THE UNITED DESIGN STUDIO,https://www.google.com/maps/place/?q=place_id:ChIJYbRXCL8loTkRUlBaB23blP4,,,"meghna complex, Simalgair Rd, Gandhi Nagar, bazar, Pithoragarh, Uttarakhand 262501, India",5,605
KOHLI BUILDERS & DESIGNERS,https://www.google.com/maps/place/?q=place_id:ChIJ53Ihz2pRoDkRhSOBabmpflA,https://www.youtube.com/@kohlibuilders,+91 80779 51660,"Nadanna, Khatima - Tanakpur Rd, Khatima, Kutri, Uttarakhand 262308, India",4.9,139
Raj Architects and Consultants,https://www.google.com/maps/place/?q=place_id:ChIJ2WRfYXYBoTkRLdcujZGcDKc,,+91 89799 40120,"Ward No. - 8, Near Tulsi ram Chowk, Dist, Tanakpur, Khet Khera, Uttarakhand 262309, India",5,1
V.R.D CONSULTANTS,https://www.google.com/maps/place/?q=place_id:ChIJ1WxdsBDhoDkRHVUwV7p_zK8,,+91 89549 34984,"57, Rekheswar Ward, Lohaghat, Uttarakhand 262524, India",5,11
Space Scribble Architects | Best Architect in Puranpur,https://www.google.com/maps/place/?q=place_id:ChIJR_Jv0D3NoTkR4ql8RvFzrh0,,+91 95575 52811,"Ashok Colony, Puranpur, Uttar Pradesh 262122, India",5,29
DANU n ARCHITECT,https://www.google.com/maps/place/?q=place_id:ChIJC2knYrSboDkR04euOqFcfc4,,+91 79068 70319,"G mall, Near, ITI Dhanmill Rd, Dahariya, Haldwani, Haripur Sukha, Uttarakhand 263139, India",5,16
S.A ARCHITECTS By Architect Shariq Ahmad Top And best Architect and Interior Designer In Bareilly /Architect Near Me,https://www.google.com/maps/place/?q=place_id:ChIJMV7nMeMHoDkRoI7Fxgz_fb4,https://www.instagram.com/saarchitects786?igsh=ZGNjOWZkYTE3MQ%3D%3D&utm_source=qr,+91 90274 69789,"Camphor Colony, Gate, Rampur Rd, opp. I.T.I, C.B.Ganj, Bareilly, Uttar Pradesh 243502, India",4.7,165
ANAND ARCHITECTS & ASSOCIATES (A.A.A),https://www.google.com/maps/place/?q=place_id:ChIJ_yyuKzqboDkRsyzGu-r1Xjo,,+91 93688 24385,"Gas Godam Rd, near charal chauraha, Shiv Puram Colony, Haldwani, Lalpur Nayak, Uttarakhand 263139, India",4.7,39
BUILT UP NEPAL ENGINEERING CONSULTANCY,https://www.google.com/maps/place/?q=place_id:ChIJb_JDQQbtoTkRp1JBmmfT6Io,http://www.facebook.com/builtupnepal,,"Taranagar, Dhangadhi 10900, Nepal",5,4
Global architect & engineer,https://www.google.com/maps/place/?q=place_id:ChIJ-zivJ7zjoTkRairKdSrTmOc,,+91 78276 06259,"near -suagm pariwahn, Mall godam road, Palia Kalan, Uttar Pradesh 262902, India",4.5,20
"Architect9, Architect in Haldwani",https://www.google.com/maps/place/?q=place_id:ChIJ6YtwjSyFoDkRAGQBsNbwnbY,,+91 98186 27284,"Raja Rani Vihar, Madhav Apartment, Devalchaur Road, near Birla School, Haldwani, Prempur loshgyani, Uttarakhand 263139, India",5,50
S.A ARCHITECTS BY Architect Shariq Ahmad Top And Best Architect And Interior Designer In Puranpur /Architect Near Me,https://www.google.com/maps/place/?q=place_id:ChIJiaR_BwqxBYoRsogbVrEPTes,https://instagram.com/saarchitects786?igshid=NTc4MTIwNjQ2YQ==,+91 90274 69789,"57, front of Sitaram Mandir, Tanda Road, near Barkati plywood and hardware, Puranpur, Uttar Pradesh 262122, India",5,4
Attic Architects,https://www.google.com/maps/place/?q=place_id:ChIJbdwjaAmxoDkRPeb69qPbKIk,http://www.atticarchitects.in/,+91 88595 97888,"First Floor, Raghunath city, Khatyari, Mall, Khagmara Kote, Uttarakhand 263601, India",5,11
Studio Bardo,https://www.google.com/maps/place/?q=place_id:ChIJCxb-t2e3oDkR__h5hBmJJoA,http://www.studiobardo.in/,,"Maat Kasardevi, Snobhyun, Uttarakhand 263601, India",4.9,16
"""Yshaansi Rachana Design & Build"" Uttrakhand's Top Best Professional Architect, Interior Designer & Valuer Firm.",https://www.google.com/maps/place/?q=place_id:ChIJBUc-nXOboDkRTAyGzdt67kw,http://www.housemaps.in/,+91 99350 00013,"Office No.3, IInd Floor, Pal Complex, Bareilly - Nainital Rd, Mangal Parao, Rampur, Haldwani, Uttarakhand 263139, India",4.5,154
RAKMILI ARCHITECTS,https://www.google.com/maps/place/?q=place_id:ChIJ_TMf4yDNoTkRUsc1EerCcfk,http://www.rakmiliarchitects.com/,+91 74178 57515,"Kotwali Rd, near post office, Puranpur, Uttar Pradesh 262122, India",5,6
Design Vatika Architects,https://www.google.com/maps/place/?q=place_id:ChIJR9Jwz4k_oDkRmQZWK6RddYo,,,"1st Floor, Garden Commercial Complex, Station Rd, near Raja Sahab ki Kothi, Civil Lines, Ballabh Nagar Colony, Pilibhit, Mudia Panai Urf Sungarhi, Uttar Pradesh 262001, India",4.8,21
VastuGenesis Architects,https://www.google.com/maps/place/?q=place_id:ChIJQwlCGN5XmTkRL8Ywmyx1MS8,https://www.houzz.in/pro/webuser-40487825/vastugenesis-architects,+91 93056 23831,"LGF, Maa Shaarda Complex, Sector 5, Vikas Nagar, Lucknow, Uttar Pradesh 226022, India",5,118
HMS Architects & Techno Consultant,https://www.google.com/maps/place/?q=place_id:ChIJHdLueSa9nzkR7qLE0x5Ie30,http://www.hmsdtech.com/,+91 92357 37081,"Machinery Market Rd, opp. State Bank of India, Bahadurganj, Ghanta Ghar, Shahjahanpur, Uttar Pradesh 242001, India",4.9,67
Kosha Architects & Planners,https://www.google.com/maps/place/?q=place_id:ChIJD7pTFLq9nzkRWHPumgXjWOU,,+91 80906 00709,"Bareilly more Navada indepur, Shahjahanpur, Uttar Pradesh 242001, India",4.9,75
Architects Incorporate,https://www.google.com/maps/place/?q=place_id:ChIJcw5oZjllDDkRqUvv09RbIbg,https://www.youtube.com/channel/UChxnFlnMelV30aLzv2_QaEg,+91 86307 41042,"sarim road, Maliyana Rd, Malyana, Meerut, Uttar Pradesh 250002, India",5,236
Contrive Designs-Architecture and Structure.,https://www.google.com/maps/place/?q=place_id:ChIJc_WW26F_DDkRoodAAJ6ix8g,,+91 97194 73990,"Shop no 2,IInd Floor,Sharma Market, Garh Rd, Ramgarhi, Meerut, Uttar Pradesh 250003, India",4.8,214
Vastu Tatva Architects & Associates,https://www.google.com/maps/place/?q=place_id:ChIJIY0p0oPvCzkRreXuxcKEmpE,,+91 96516 22917,"Bairaj Rd, Taimoorpur, Bijnor, Uttar Pradesh 246701, India",5,27
EMP Architecture & Planner,https://www.google.com/maps/place/?q=place_id:ChIJia_6BGl7DDkRCInbaMvENvE,,+91 70600 44950,"gpc 20, behind Airtel Office, GP Pocket, Ganga Nagar, Meerut, Uttar Pradesh 250001, India",5,34
Architect's Studio 44,https://www.google.com/maps/place/?q=place_id:ChIJSwWeQY17DDkRkcJbOe5vKPk,http://www.architectsstudio44.in/,+91 91197 77774,"B-44, Mawana Rd, near shiv mandir, Rajendra Puram, Radha Garden, Ganga Nagar, Meerut, Uttar Pradesh 250001, India",5,34
D.K Architects,https://www.google.com/maps/place/?q=place_id:ChIJPeyMsmtlDDkRaGCs61kzv7o,,+91 63957 88806,"above gulati oiles, Transport Nagar, New Punjabi Pura, Beripura, Meerut, Uttar Pradesh 250002, India",4.9,19
The Hashtag Studio,https://www.google.com/maps/place/?q=place_id:ChIJzyxD23BlDDkRBfdWNO87vT0,https://www.hashtagarchitects.in/,+91 98338 48759,"G-22 Shree Ram Plaza, Roorkee Rd, Meerut, Uttar Pradesh 250001, India",5,22
Armature Design Studio,https://www.google.com/maps/place/?q=place_id:ChIJz-UoIYqXCzkRBvhsNAvW8dA,http://www.armatureconstructions.com/,+91 95579 33738,"Near Railway Crossing, Pheena Chowk, Distt, Chandpur, Tharpur, Uttar Pradesh 246725, India",4.9,66
TUDOR ARCH DESIGN,https://www.google.com/maps/place/?q=place_id:ChIJ4ZlnJbFlDDkRuuMv4JEe0DI,https://tudorarchdesign.com/,+91 80764 96020,"252, Sharda Road, opp. POWER HOUSE, Jawahar Nagar, Brahmpuri, Meerut, Uttar Pradesh 250002, India",4.8,25
Art Architecture Design And Building Science,https://www.google.com/maps/place/?q=place_id:ChIJMfbaVmsbDDkRvJ_vLFlv1Oo,,,"871, South, Bhopa Rd, opposite Raj Mandir Banquet Hall, Patel Nagar, New Mandi, Muzaffarnagar, Uttar Pradesh 251001, India",4.8,49
Shiubh Studio,https://www.google.com/maps/place/?q=place_id:ChIJjf5RPM0bDDkR2MLyHus7ie4,https://www.shiubhstudio.in/,+91 63969 60554,"H-03, MadhavVihar, Jansath Rd, Almaspur, Muzaffarnagar, Uttar Pradesh 251001, India",5,21
Meraki Architectural Consultants,https://www.google.com/maps/place/?q=place_id:ChIJr3A-dWjvCzkRFMElubNglhI,https://merakiarcht.com/bijnor-architecture/,+91 79066 43958,"near, Judgee Chowk, Geeta Nagari, Bijnor, Uttar Pradesh 246701, India",4.2,21
GreatSpaces.IN - Architects & Interior Designers,https://www.google.com/maps/place/?q=place_id:ChIJy1gcGtZlDDkRyTD7bilRwGY,http://greatspaces.co.in/,+91 78389 28238,"53, State Bank Colony, Ground, Hapur Rd, opposite Tiranga Gate, Bank Colony, Nauchandi, Meerut, Uttar Pradesh 250002, India",4.9,12
Utopian Design Architects,https://www.google.com/maps/place/?q=place_id:ChIJR6XDoLkbDDkRUtAiHDkpf8c,https://www.facebook.com/Utopiandesignarchitects/,+91 88103 81552,"Tyre King Emporium, Roorkee Rd, Janakpuri, Muzaffarnagar, Uttar Pradesh 251001, India",5,19
"SP Bansal and Associates, Since 1970 - Architects in Meerut",https://www.google.com/maps/place/?q=place_id:ChIJT5GcmLFlDDkRBULh8CHwtMY,,+91 98370 81156,"D-110, Saket, Meerut, Uttar Pradesh 250001, India",4.7,15
Design Factory Architects,https://www.google.com/maps/place/?q=place_id:ChIJ685f_xRlDDkRKewzdsVB9q8,https://designfactoryarchitects.in/,,"2nd Floor S2S, Aspire complex, bus stand, Garh Rd, near sohrab Gate, Kalyan, Meerut, Uttar Pradesh 250002, India",5,5
A.D. Architects,https://www.google.com/maps/place/?q=place_id:ChIJlRrAPMBkDDkR00LlBm2610c,http://www.adarchitect.in/,+91 94124 93260,"Office no. 04,First floor, S2S Aspire, Garh Rd, opp. Bus Stand, near Sohrab Gate, Kalyan, Meerut, Uttar Pradesh 250001, India",4.6,9
Ar. Rahul Kumar (Architect),https://www.google.com/maps/place/?q=place_id:ChIJ0XEuIOxjDDkRgwiQkinLp2w,,+91 96393 63699,"279/1A, Delhi Rd, Shatabdi Nagar, Rithani, Meerut, Uttar Pradesh 250103, India",5,25
Deserve Arch Studio,https://www.google.com/maps/place/?q=place_id:ChIJ7S6mM1J7DDkRVWyiKeDotJo,http://www.deservearchstudio.com/,+91 93587 77704,"Shop No- 5 First Floor, Kirti Plaza, Garh Rd, Sector 6, Jagrati Vihar, Meerut, Uttar Pradesh 250004, India",4.6,10
